iter	Logloss
501	0.2314807538
502	0.2314305484
503	0.2313853813
504	0.2313216589
505	0.2312537484
506	0.2312199369
507	0.2311444486
508	0.2310916468
509	0.2309932238
510	0.2309689867
511	0.2308998885
512	0.2308451788
513	0.2307658769
514	0.2307036107
515	0.230648377
516	0.2305750496
517	0.2305469899
518	0.2305074587
519	0.2304307751
520	0.2303757945
521	0.2302822837
522	0.2302104864
523	0.2301665893
524	0.230060201
525	0.2300210211
526	0.2299583406
527	0.2298571263
528	0.2297954025
529	0.2297235975
530	0.2296576277
531	0.2296137681
532	0.2295662709
533	0.2295119001
534	0.2294306488
535	0.2293794123
536	0.2293244594
537	0.2292734602
538	0.2292375436
539	0.2291813474
540	0.2290831425
541	0.2290439693
542	0.2289636527
543	0.2288622276
544	0.2287786714
545	0.2287196097
546	0.2286672626
547	0.2285912436
548	0.2285428733
549	0.2284908843
550	0.228431011
551	0.2283881354
552	0.2283273541
553	0.2282713412
554	0.2282294009
555	0.2281589456
556	0.2280836345
557	0.2280214848
558	0.2279567648
559	0.2278921352
560	0.2278574539
561	0.2277865157
562	0.2276906875
563	0.2276269342
564	0.2275491526
565	0.2275034166
566	0.2274015817
567	0.2273219242
568	0.2272414894
569	0.2271758596
570	0.2271060792
571	0.2270692296
572	0.2270215766
573	0.2269815336
574	0.2269369647
575	0.2268509493
576	0.2267939781
577	0.2267225632
578	0.2266835248
579	0.2266240749
580	0.2265650461
581	0.2265099734
582	0.2264482069
583	0.2263851982
584	0.2262999924
585	0.2262522601
586	0.2261613303
587	0.2260657752
588	0.2260053619
589	0.2259281875
590	0.225861098
591	0.2258035612
592	0.2257287997
593	0.225676845
594	0.2256312332
595	0.2255654709
596	0.2255087211
597	0.2253807661
598	0.2253083351
599	0.2252446354
600	0.2251946815
601	0.2251482955
602	0.2250858052
603	0.2250259518
604	0.2249524931
605	0.2248677918
606	0.2247685419
607	0.2247020484
608	0.2246447035
609	0.2245892603
610	0.2245388424
611	0.2244588175
612	0.2243613514
613	0.2243374196
614	0.2242870137
615	0.224248988
616	0.2241553425
617	0.2241365788
618	0.2240922053
619	0.2240581233
620	0.2239919459
621	0.2239176038
622	0.2238984106
623	0.2238540779
624	0.2237949654
625	0.223753943
626	0.2236626813
627	0.2236160415
628	0.2235562811
629	0.2235156768
630	0.2234682559
631	0.2233822483
632	0.2232992523
633	0.2232325157
634	0.2231466238
635	0.2231196745
636	0.2230696652
637	0.2230092487
638	0.222943413
639	0.2228867929
640	0.2228390051
641	0.2227782618
642	0.2227157334
643	0.2225180867
644	0.2224343136
645	0.2223701303
646	0.2223345225
647	0.2222863759
648	0.2222502005
649	0.2222028662
650	0.2221398235
651	0.2220709209
652	0.2220299057
653	0.2219445439
654	0.2218990502
655	0.2218318843
656	0.2217684232
657	0.2217240388
658	0.2216644205
659	0.2215761047
660	0.2215406923
661	0.221483445
662	0.2214454042
663	0.2213779172
664	0.2213203224
665	0.2212590193
666	0.2212150617
667	0.22114954
668	0.2210838044
669	0.2210337933
670	0.220981497
671	0.2209342335
672	0.2208919787
673	0.2208427156
674	0.2207972369
675	0.2207103243
676	0.2206260682
677	0.2205725509
678	0.2205268024
679	0.2204719328
680	0.2204099289
681	0.2203399863
682	0.2202747
683	0.2202267652
684	0.2201657314
685	0.220102075
686	0.2200270994
687	0.2199519052
688	0.2199111636
689	0.219855033
690	0.219823149
691	0.2197528422
692	0.2196839976
693	0.2196199054
694	0.2195429778
695	0.2194959002
696	0.2194260225
697	0.2193524895
698	0.2192889226
699	0.2192269032
700	0.2191743553
701	0.2191591092
702	0.2191088625
703	0.2190857083
704	0.2190277333
705	0.2189666435
706	0.2188882524
707	0.2188323451
708	0.2187769429
709	0.2187149379
710	0.2186528141
711	0.2186028661
712	0.2185458786
713	0.2185261808
714	0.2184649761
715	0.2183945489
716	0.218341255
717	0.218302024
718	0.2182644031
719	0.2182088827
720	0.2181522862
721	0.2180721921
722	0.2180150457
723	0.2179562926
724	0.2179092495
725	0.2178712534
726	0.2178134692
727	0.2177745103
728	0.2177222383
729	0.2176548757
730	0.2176052282
731	0.2175630128
732	0.2175085493
733	0.2174648309
734	0.2173586004
735	0.2172773164
736	0.2171846484
737	0.2171068798
738	0.2170679469
739	0.2169971541
740	0.2169241463
741	0.2168648315
742	0.2167955519
743	0.2167419757
744	0.2166609415
745	0.216583694
746	0.2165306884
747	0.2164840507
748	0.2163921721
749	0.2163386836
750	0.2162774939
751	0.2162016939
752	0.2161252909
753	0.2160520286
754	0.2160021544
755	0.215958001
756	0.2159022318
757	0.215837666
758	0.2157741694
759	0.2157462299
760	0.2156796348
761	0.2156119253
762	0.2155438899
763	0.2154824701
764	0.2154410516
765	0.2153847165
766	0.215344926
767	0.2152832099
768	0.2152228342
769	0.2151742287
770	0.2151427029
771	0.215094788
772	0.2150374617
773	0.2149893814
774	0.2149240822
775	0.2148752557
776	0.2148280455
777	0.2147808691
778	0.2147390497
779	0.2147011787
780	0.214536619
781	0.214484852
782	0.2144195024
783	0.2143540927
784	0.2142681059
785	0.2141996142
786	0.2141369646
787	0.2140381494
788	0.2139844698
789	0.2139336811
790	0.2138670139
791	0.2138230473
792	0.2137667043
793	0.2137167717
794	0.2136511177
795	0.2135487742
796	0.21347335
797	0.2134363019
798	0.2133826243
799	0.2132943461
800	0.2132644528
801	0.2132133451
802	0.2131765211
803	0.2131318015
804	0.2130414259
805	0.2129719659
806	0.21289124
807	0.2128380941
808	0.2127727455
809	0.2127256893
810	0.2126721707
811	0.2126502512
812	0.2126096634
813	0.2125425158
814	0.2124982007
815	0.212433846
816	0.2123842907
817	0.212339086
818	0.2123088079
819	0.2122266426
820	0.2121786766
821	0.2121409492
822	0.212090679
823	0.2120149899
824	0.2119252452
825	0.2118156789
826	0.2117366561
827	0.2116893575
828	0.2116349041
829	0.211583069
830	0.2115162058
831	0.2113209158
832	0.2112680125
833	0.2112313232
834	0.2111743532
835	0.2111205027
836	0.2110639146
837	0.2110101489
838	0.2109645246
839	0.2109007726
840	0.210843298
841	0.2108086891
842	0.2107475452
843	0.2107125504
844	0.2106285018
845	0.210594422
846	0.2105371311
847	0.2104688406
848	0.2104171953
849	0.2103641763
850	0.2103238089
851	0.2102796834
852	0.2102238679
853	0.2101575879
854	0.2101205695
855	0.2100680546
856	0.2100235653
857	0.209977057
858	0.2098991548
859	0.2098589109
860	0.2098020267
861	0.2097020935
862	0.2096582385
863	0.2096072773
864	0.2095710589
865	0.2095187072
866	0.2094697829
867	0.2094008085
868	0.2093414132
869	0.209269493
870	0.2092273633
871	0.2091786813
872	0.2091433975
873	0.2090965842
874	0.2089933962
875	0.2089353354
876	0.2088912422
877	0.2088234081
878	0.2087893476
879	0.2087404891
880	0.2086474907
881	0.2086117715
882	0.2085793524
883	0.2085414319
884	0.2085052712
885	0.2084726462
886	0.2084160858
887	0.2083735353
888	0.2083195571
889	0.2082555706
890	0.2081381517
891	0.2080915639
892	0.2080170166
893	0.2079709339
894	0.2079244892
895	0.2078779482
896	0.2078127485
897	0.2077731714
898	0.207722928
899	0.2076651864
900	0.2076121833
901	0.2075507669
902	0.2074957786
903	0.2074503766
904	0.2073998409
905	0.2073326443
906	0.2072856609
907	0.207207402
908	0.2071222542
909	0.2070705586
910	0.2070100841
911	0.2069399264
912	0.2068760987
913	0.2068232235
914	0.2067574113
915	0.2067009766
916	0.2066444889
917	0.2066077021
918	0.2065463206
919	0.2064961118
920	0.2064271871
921	0.206380401
922	0.2063440731
923	0.2062726266
924	0.2062411644
925	0.2061678082
926	0.2061027994
927	0.2060596787
928	0.2060244956
929	0.2059376773
930	0.2059136277
931	0.2057965828
932	0.205759539
933	0.2056967512
934	0.2056392672
935	0.2055583844
936	0.2054996415
937	0.2054342869
938	0.2053888952
939	0.2053484674
940	0.2053260356
941	0.2052477989
942	0.2051596029
943	0.2051167802
944	0.2050855344
945	0.2050411448
946	0.20496827
947	0.2048999937
948	0.2048399205
949	0.204795455
950	0.2047139649
951	0.2046572078
952	0.2046069448
953	0.204560447
954	0.2045136306
955	0.2044606472
956	0.2044239262
957	0.2043898402
958	0.2043264596
959	0.2042980586
960	0.2042587475
961	0.2042202305
962	0.2041713766
963	0.2041180101
964	0.2040836667
965	0.2040265926
966	0.2039953673
967	0.2039631241
968	0.2039086866
969	0.2038692167
970	0.2038031386
971	0.2037463665
972	0.2037028902
973	0.2036616078
974	0.2036082356
975	0.2035618521
976	0.2035284398
977	0.203453524
978	0.2034457949
979	0.203406126
980	0.2033099018
981	0.2032762639
982	0.203222741
983	0.2031228427
984	0.2030941913
985	0.2030314608
986	0.203003011
987	0.2029096848
988	0.2028696957
989	0.2027919711
990	0.2027349353
991	0.2026807547
992	0.2026366002
993	0.2025856234
994	0.2025634856
995	0.2024909609
996	0.2024437473
997	0.2023976831
998	0.2023334474
999	0.2022950898
